Link,Tiêu đề,Địa chỉ,Loại hình,Mức giá,Giá/m²,Số phòng ngủ,Quận,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Latitude,Longitude,Tỉnh/Thành
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-masteri-centre-point/quy-99-doc-quyen-4-8-ty-75m2-vi-tri-dep-sinh-loi-cao-lh-pr43293539,"Quỹ 99 căn hộ độc quyền Masteri Centre Point 4,8 tỷ, 75m2 vị trí đẹp, sinh lời cao LH 0901 002 ***","Dự án Masteri Centre Point, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ,"4,8 tỷ",~64 triệu/m²,2 phòng,Quận 9,75 m²,,,,,,,Hợp đồng mua bán,10.840488829207665,106.84008025018207,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/-06-2025-mua-truc-tiep-cdt-gia-that-bao-thue-phi-5-ck-cao-nhat-tang-1-nam-pql-pr43200397,Urban Green 06/2025 Mua trực tiếp CĐT. Giá thật! Bao thuế phí + 5% sổ. CK cao nhất. Tặng 1 năm PQL,"Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"4,49 tỷ","~69,08 triệu/m²",2 phòng,Thủ Đức,65 m²,,,,,,,Đang chờ sổ,10.837576100207556,106.71753608788092,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/gio-hang-noi-bo-quy-dep-tu-cdt-ck-10-tang-5-nam-pql-tra-cham-den-nam-2029-pr43271999,Giỏ hàng nội bộ quỹ căn đẹp từ CĐT Elysian CK 10% - tặng 5 năm PQL - trả chậm đến Năm 2029,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,68 triệu/m²,"~5,44 tỷ",2 phòng,Quận 9,80 m²,,,,,,,,10.827037757408554,106.81845193818533,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/-3-1-ty-tai-tp-thu-duc-thanh-toan-25-trong-8-thang-phan-con-lai-ngung-den-luc-nhan-nha-pr43292006,"Căn hộ 3,35 tỷ tại TP Thủ Đức, thanh toán 25% trong 8 tháng, phần còn lại ngưng đến lúc nhận nhà","Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ,"3,35 tỷ","~48,55 triệu/m²",2 phòng,Thủ Đức,69 m²,,,,,,,Hợp đồng mua bán,10.887594738628172,106.77100997302401,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/mo-ban-dot-cuoi-ro-hang-dep-nhat-mien-phi-ql-5-nam-booking-uu-dai-10-con-5-suat-duy-nhat-pr43246992,"Mở bán đợt cuối rổ hàng dự án Elysian 2 Tháp B-D, Miễn Phí QL 5 năm, booking ưu đãi 10% còn 5 suất","Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,Thỏa thuận,,3 phòng,Quận 9,116 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.825981380359824,106.81922381847885,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/duy-nhat-1pn-1-2-35-ty-47m2-view-vuon-nhat-full-noi-that-bao-het-huong-dong-nam-pr42603817,Duy nhất căn 3PN full nội thất 3.5 tỷ /81m2 - Giỏ hàng Tháng 6 - CK 28% - TT giãn ký CĐT,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"3,5 tỷ","~43,21 triệu/m²",3 phòng,Quận 9,81 m²,,,Đông - Nam,,,,Hợp đồng mua bán,10.8425366220564,106.842955184627,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/10-suat-ngoai-giao-the-global-city-chiet-khau-18-he-truc-tiep-cdt-pr43072287,"Suất ngoại giao căn hộ Lumiere Midtown - The Global City, chiết khấu 20%. Liên hệ trực tiếp CĐT","Dự án Lumière Midtown, Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ,"8,3 tỷ","~115,28 triệu/m²",2 phòng,Quận 2,72 m²,,,,,,,,10.8038446844533,106.776898224923,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-the-beverly-solari-vinhomes-grand-park/doc-quyen-gh-tot-nhat-dong-20-t9-nhan-nha-mien-lai-2-nam-mien-goc-4-nam-pr39943974,Không đăng ảo - cam kết đây là 2PN & 3PN giá tốt nhất thị trường - CK lên đến 25% - được TT nhàn hạ,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"3,6 tỷ","~51,43 triệu/m²",2 phòng,Quận 9,70 m²,,,Đông - Nam,Tây - Bắc,,,Hợp đồng mua bán,10.8396596908569,106.851036071777,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/-em-chuyen-san-nhung-ban-cat-lo-56m2-20ty-87m2-30ty-150m2-65ty-pr43258805,Grand Marina Saigon - Em chuyên săn những căn bán cắt lỗ (56m2-20tỷ) (87m2-30tỷ) (150m2-65tỷ),"Dự án Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ chung cư,20 tỷ,"~357,14 triệu/m²",1 phòng,Quận 1,56 m²,,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.7779084476662,106.707109036574,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-prj-lumiere-riverside/-em-chuyen-san-nhung-gia-goc-cat-52m2-6-5ty-77m2-9ty-101m2-12ty-pr42620616,"Lumiere Riverside em chuyên săn những căn giá gốc cắt lỗ (52m2-6,5tỷ) (77m2-9tỷ) (101m2-12tỷ)","Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"6,5 tỷ",~125 triệu/m²,1 phòng,Quận 2,52 m²,,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.8042211368815,106.748655117215,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/-ban-gap-nhieu-1pn-2pn-3pn-4pn-shophouse-da-co-so-hong-tai-0901511155-pr36227388,Cần bán gấp nhiều căn 1PN 2PN 3PN 4PN giá tốt đầu tư tại Vinhomes Central Park 0901 511 ***,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"7,3 tỷ","~91,25 triệu/m²",2 phòng,Bình Thạnh,80 m²,,,,,,,,10.7949285507202,106.720741271973,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/bang-hang-gia-tot-nhat-thi-truong-ng-view-dep-o-ngay-ac-dau-tu-pr43015510,Bảng hàng căn hộ Urban Green giá tốt nhất thị trường view đẹp ở ngay hoặc đầu tư! Từ 3.7 tỷ,"Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Căn hộ,"3,7 tỷ","~56,92 triệu/m²",2 phòng,Thủ Đức,65 m²,,,,,,,Sổ hồng,10.8374966662733,106.717120684462,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/mo-ban-gio-hang-noi-bo-cdt-khd-5-ck-10-mie-pql-5-nam-tra-cham-cdt-den-nam-2029-pr43219815,Mở bán giỏ hàng nội bộ CĐT Elysian - KHĐ 5% - CK 10% - miễn PQL 5 năm - trả chậm cđt đến năm 2029,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"2,4 tỷ","~70,59 triệu/m²",2 phòng,Quận 9,34 m²,,,Nam,Bắc,,,Hợp đồng mua bán,10.826339454779644,106.81900781427828,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-landmark-81-gia-tot-nhat-1-2-3-4-pn-penuse-lh-pr38753950,Bán căn hộ Vinhomes Central Park giá tốt nhất (1-2-3-4 PN đầy đủ các loại diện tích). LH 0901 692 ***,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ,"11,5 tỷ","~95,83 triệu/m²",3 phòng,Bình Thạnh,120 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.794760968167,106.720904429788,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/quy-4pn-va-1pn-hot-doc-quyen-danh-cho-khach-vip-uu-dai-len-den-20-tai-midtown-pr43249525,Quỹ căn 4PN và 1PN hot độc quyền dành cho khách VIP - ưu đãi lên đến 20% tại Lumiere Midtown,"Lumière Midtown, Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"7,5 tỷ","~155,6 triệu/m²",1 phòng,Quận 2,"48,2 m²",,,Tây - Bắc,Đông - Nam,,,,10.8042825372276,106.776205347286,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/-2pn-2wc-gio-hang-cdt-gia-re-nhat-12-2024-chiet-khau-17-3-va-voucher-vinwonders-100-trieu-pr41859808,"Căn hộ 3PN Beverly Solari - Vinhomes Grand Park giá từ 4.3 tỷ, vay tối đa 70% HTLS 0% đến 15 tháng","Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ,"4,37 tỷ","~53,13 triệu/m²",3 phòng,Quận 9,"82,2 m²",,,,,,,Hợp đồng mua bán,10.8443023091823,106.845512293738,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/full-gh-gia-tot-1pn-6-4-ty-2pn-7-9-ty-3pn-10-8-ty-4pn-17-4-ty-lh-pr43264510,Full GH Lumiere Midtown giá tốt: 1PN 6.4 Tỷ | 2PN 7.9 tỷ | 3PN 10.8 tỷ | 4PN 17.4 tỷ LH 0903 953 ***,"Lumière Midtown, Liên Phường, An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"10,89 tỷ","~113,42 triệu/m²",3 phòng,Quận 2,96 m²,,,,Đông - Nam,,,Hợp đồng mua bán,10.8038657766165,106.775422972815,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/-chinh-chu-ban-3-phong-ngu-co-ban-cong-trong-cay-tung-phong-thoang-dang-tien-ich-pr43196462,"Urban Green, chính chủ bán căn 3 phòng ngủ, có ban công trồng cây từng phòng. Thoáng đãng, tiện ích","Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"8,5 tỷ","~75,85 triệu/m²",3 phòng,Thủ Đức,112 m²,,,,,,,Hợp đồng mua bán,10.8371080691431,106.718349494923,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-long-phuoc-phuong-long-phuoc-2/ban-1000m2-vuon-biet-thu-nhua-6m-thu-duc-gia-chi-18-ty-pr43060717,"Bán 1000m2 đất vườn biệt thự, đường nhựa 6m, Long Phước, Thủ Đức giá chỉ 18 tỷ","Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",Biệt thự,18 tỷ,~18 triệu/m²,,Quận 9,1.000 m²,17 m,6 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,10.8073073426314,106.859070744971,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-linh-dong-phuong-linh-dong/ban-nha-mat-tien-kinh-doanh-dang-cho-thue-40-trieu-thang-chieu-ngang-10m-pr42852506,"Bán đất mặt tiền kinh doanh, đường Linh Đông, đang cho thuê 40 triệu/tháng. Chiều ngang 10m","Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Đất,39 tỷ,"~108,33 triệu/m²",2 phòng,Thủ Đức,360 m²,10 m,15 m,Đông,Đông,1 tầng,,Sổ đỏ/ Sổ hồng.,10.8492306060369,106.746941515842,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-2-phuong-truong-tho-2/ban-tien-kinh-doanh-2-thon-thu-duc-20m-gia-chi-7-5-ty-pr43016678,"Bán nhà mặt tiền kinh doanh đường số 2, Trường Thọ, Thủ Đức, đường 20m, giá chỉ 7,5 tỷ","Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Nhà mặt phố,"7,5 tỷ",~150 triệu/m²,2 phòng,Thủ Đức,50 m²,"4,4 m",20 m,Đông - Bắc,Đông - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng.,10.8351197098053,106.753793046826,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-so-27-phuong-hiep-binh-chanh/ban-biet-thu-200m2-khu-ben-song-thu-duc-gia-re-pr43021501,"Bán đất biệt thự 200m2, khu bên sông, Hiệp Bình Chánh, Thủ Đức giá rẻ","Đường Số 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Biệt thự,"16,5 tỷ","~82,5 triệu/m²",,Thủ Đức,200 m²,"9,5 m",15 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,10.8325805093905,106.732289416061,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/ban-nhanh-goc-2pn2wc-64m2-ban-cong-view-quan-1-tai-gia-chi-4-905-ty-pr43104311,"Bán nhanh căn góc 2PN 2WC 64m2 ban công view Quận 1 tại Eco Green Sài Gòn, giá chỉ 4,905 tỷ","Eco Green Sài Gòn, Nguyễn Văn Linh, Tân Thuận Tây, Quận 7, Hồ Chí Minh",Căn hộ chung cư,"4,91 tỷ","~76,28 triệu/m²",2 phòng,Quận 7,"64,3 m²",,,Nam,Bắc,,,HĐMB,10.7507795103531,106.723630502028,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-1pn-2pn-3pn-sai-gon-riverside-pr33886563,"Q7 Riverside mới lắm 2PN 3.05 tỷ giá có thuế phí, nhà rất mới căn này rất mát LH: 0902 651 ***","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Căn hộ chung cư,"3,05 tỷ","~45,76 triệu/m²",2 phòng,Quận 7,"66,66 m²",,,,,,,HĐMB,10.7180337905884,106.742393493652,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tu-xuong-phuong-vo-thi-sau/-tai-quan-3-ho-chi-minh-gia-cuc-chat-92-ty-125-m2-pr43219813,"Nhà riêng tại đường Tú Xương, Quận 3, Hồ Chí Minh, 7mx20m giá cực chất 92 tỷ, 119,3m2","Đường Tú Xương, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Nhà riêng,92 tỷ,"~771,16 triệu/m²",8 phòng,Quận 3,"119,3 m²",,20 m,,,4 tầng,,Sổ đỏ/ Sổ hồng.,10.7804649221356,106.686257124105,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-mega-village/chinh-chu-ban-can-tho-5x15m-gia-tot-t-trong-khu-goi-ngay-o982667473-pr33906590,Chính chủ bán nhà phố Mega Village 5x15m. Không đối nhà. Sổ hồng riêng. Gọi 0982 667 *** Mr Phan Điền,"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Biệt thự/Liền kề,8 tỷ,"~106,67 triệu/m²",3 phòng,Quận 9,75 m²,5 m,20 m,Tây - Bắc,Tây - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng,10.7847099304199,106.79044342041,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-rieng-duong-160-phuong-tang-nhon-phu-a/bn-gp-3-dep-lung-linh-ngy-trung-tm-80m2-gi-7-ty-pr43179344,"Bán gấp nhà 3 tầng đẹp lung linh ngay trung tâm Tăng Nhơn Phú A, 72.1m2 giá 7 tỷ","Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Nhà riêng,7 tỷ,"~97,09 triệu/m²",4 phòng,Quận 9,"72,1 m²",,,,,3 tầng,,Sổ đỏ/ Sổ hồng,10.8376424483315,106.790499122963,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-xa-tan-kien/chinh-chu-ban-gap-2pn-2wc-tai-binh-chanh-pr43285584,Chính chủ cần bán gấp căn hộ 2pn 2wc tại Bình Chánh,"Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Căn hộ,"2,4 tỷ","~28,24 triệu/m²",2 phòng,,85 m²,,,Tây,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,10.7179901778173,106.581346990851,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-xa-nhon-duc-prj-khai-hoan-prime/-lien-ke-phu-my-hung-canh-khu-dan-zeitgeist-city-ven-song-long-kieng-pr43237082,Căn hộ liền kề Phú Mỹ Hưng - Cạnh khu dân cư Zeitgeist City - Ven Sông Duy Nhất,"Dự án Khải Hoàn Prime, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",Nhà liền kề,63 triệu/m²,"~3,97 tỷ",2 phòng,,63 m²,,,Đông - Bắc,,,,Hợp đồng mua bán,10.7049428613424,106.703137573674,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/ban-gap-2pn2wc-view-song-thoang-mat-5-489ty-ro-hang-hon-200-ban-update-lien-tuc-pr42383226,Full rổ hàng OT - 1PN - 2PN - 3PN giá tốt nhất thị trường - ngân hàng hỗ trợ đến 70%,"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"6,9 tỷ","~79,31 triệu/m²",3 phòng,Quận 2,87 m²,,,,,,,,10.7889063646618,106.751913550742,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chuyen-chuyen-nhuong-ht-vay-bank-80-bao-gia-thap-nhat-thi-truong-pr38623445,Chuyên CH Masteri Thảo Điền - cam kết báo giá thật - bao giá thấp nhất thị trường - hỗ trợ vay 80%,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,Thỏa thuận,,2 phòng,Quận 2,74 m²,,,Đông - Nam,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,10.8026895523071,106.741813659668,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-104-phuong-binh-trung-tay-prj-diamond-island/gia-re-nhat-ssqc-cap-nhat-list-cuc-dep-view-song-full-loai-hinh-png-ngu-pr42157216,"Tin thật 100% - SSQC cập nhật list căn hộ Diamond Island siêu đẹp, tầng cao, đủ loại hình phòng ngủ","Diamond Island, 104, Bình Trưng Tây, Quận 2, Hồ Chí Minh",Căn hộ,"8,6 tỷ","~97,73 triệu/m²",2 phòng,Quận 2,88 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.778919334231,106.748067579838,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/gio-hang-cat-lo-hon-2000-chot-loi-som-sinh-loi-cao-uu-dai-khung-den-25-pr43269418,"Giỏ hàng căn hộ Vinhomes Grand Park T6 Studio/1.28 tỷ, 1PN+ 1,8 tỷ, 2PN/2.2T 2PN+ /2.6T, 3PN/2.8 tỷ","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ,"2,2 tỷ","~37,29 triệu/m²",2 phòng,Quận 9,59 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.841243880685179,106.84051066836274,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/-85-98-m2-view-song-cong-vien-17-000m2-thanh-toan-367-trieu-nhan-nha-o-ngay-pr43247382,"Căn hộ Conic Boulevard 85,98 m2 view sông & công viên 17.000m2 thanh toán 367 triệu nhận nhà ở ngay","Conic Boulevard, 584, Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Căn hộ,"2,45 tỷ","~28,52 triệu/m²",2 phòng,,"85,98 m²",,,Nam,Bắc,,,Sổ đỏ/ Sổ hồng,10.7065748235207,106.600118878367,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/tong-hop-99-can-tot-gio-hang-chuyen-nhuong-thang-5-2025-pr42984546,Tổng hợp 99% căn tốt nhất chuyển nhượng nhà phố - biệt thự Vinhomes Grand Park tháng 6/2025,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Biệt thự,"14,3 tỷ","~170,24 triệu/m²",,Quận 9,84 m²,7 m,13 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,10.8416487842844,106.840345729399,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-binh-chieu-phuong-binh-chieu/chinh-chu-ket-tien-can-ban-gap-gia-re-11-5-ty-191m2-p-tp-thu-duc-pr43282252,"Chính chủ bán lô đất đẹp 191m2 trung tâm P. Bình Chiểu có Vị trí đắc địa, tiềm năng tăng giá cao","Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Đất,"11,5 tỷ","~60,21 triệu/m²",,Thủ Đức,191 m²,,8 m,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,10.8808799270316,106.734435653243,Thành phố Hồ Chí Minh
